Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;Prüfzifferberechnungsmethode;Datensatznummer;Änderungskennzeichen;Bankleitzahllöschung;Nachfolge-Bankleitzahl
"18051000";"1";"Sparkasse Elbe-Elster";"03231";"Finsterwalde";"Sparkasse Elbe-Elster";"51897";"WELADED1EES";"20";"049191";"U";"0";"00000000"
"18055000";"1";"Sparkasse Niederlausitz";"01957";"Senftenberg";"Sparkasse Niederlausitz";"51899";"WELADED1OSL";"20";"048385";"U";"0";"00000000"
"18062678";"1";"VR Bank Lausitz";"03044";"Cottbus";"VR Bank Lausitz";"61278";"GENODEF1FWA";"32";"045752";"U";"0";"00000000"
"18062758";"1";"VR Bank Forst -alt-";"03149";"Forst (Lausitz)";"VR Bank Forst -alt-";"61329";"GENODEF1FOR";"32";"045757";"U";"1";"00000000"
"18080000";"1";"Commerzbank vormals Dresdner Bank";"03003";"Cottbus";"Commerzbank Cottbus";"28180";"DRESDEFF180";"76";"044807";"U";"0";"00000000"
"18092684";"1";"Spreewaldbank";"15907";"Lübben (Spreewald)";"Spreewaldbank Lübben";"91026";"GENODEF1LN1";"32";"044956";"U";"0";"00000000"
"18092744";"1";"Volksbank Spree-Neiße";"03130";"Spremberg";"Volksbank Spree-Neiße";"91027";"GENODEF1SPM";"32";"045005";"U";"0";"00000000"
"20000000";"1";"Bundesbank";"22772";"Hamburg";"BBk Hamburg";"20200";"MARKDEF1200";"09";"011381";"U";"0";"00000000"
"20010020";"1";"Postbank Ndl der Deutsche Bank";"22280";"Hamburg";"Postbank Ndl Deutsche Bank";"10020";"PBNKDEFFXXX";"24";"014908";"U";"0";"00000000"
"20010424";"1";"Aareal Bank ehem. Filiale Hamburg";"65189";"Wiesbaden";"Aareal Bank Wiesbaden";"26911";"AARBDE5W200";"09";"006328";"U";"0";"00000000"
"20020200";"1";"Skandinaviska Enskilda Banken (publ) Hamburg Branch";"60313";"Frankfurt am Main";"SEB, Hamburg";"25200";"ESSEDEFFHAM";"09";"043639";"U";"0";"00000000"
"20020500";"1";"Jyske Bank Fil Hamburg";"20023";"Hamburg";"Jyske Bank Hamburg";"25660";"JYBADEHHXXX";"09";"032491";"U";"0";"00000000"
"20020900";"1";"Signal Iduna Bauspar";"20351";"Hamburg";"Signal Iduna Bauspar";;"SIBSDEHHXXX";"09";"043598";"U";"0";"00000000"
"20030000";"1";"UniCredit Bank - HypoVereinsbank";"20454";"Hamburg";"UniCredit Bank-HypoVereinbk";"29260";"HYVEDEMM300";"68";"011342";"U";"0";"00000000"
"20030133";"1";"Varengold Bank";"22767";"Hamburg";"Varengold Bank";;"VGAGDEHHXXX";"10";"056413";"U";"0";"00000000"
"20030300";"1";"DONNER & REUSCHEL";"20095";"Hamburg";"DONNER & REUSCHEL";"99010";"CHDBDEHHXXX";"09";"013477";"U";"0";"00000000"
"20030301";"1";"Donner + Reuschel GF NL LUX";"20095";"Hamburg";"Donner + Reuschel GF NL LUX";;"CHDBDEHHXXX";"09";"057645";"U";"0";"00000000"
"20030400";"1";"Marcard, Stein & Co Bankiers";"20095";"Hamburg";"Marcardbank Hamburg";"26230";"MCRDDEHHXXX";"C3";"013492";"U";"0";"00000000"
"20030600";"1";"Sydbank Fil Hamburg";"20459";"Hamburg";"Sydbank Hamburg";"29816";"SYBKDE22HAM";"19";"044131";"U";"0";"00000000"
"20030700";"1";"Merck Finck A Quintet Private Bank";"20312";"Hamburg";"Merck Finck";"26248";"MEFIDEMM200";"10";"047011";"U";"0";"00000000"
"20040000";"1";"Commerzbank";"20454";"Hamburg";"Commerzbank Hamburg";"24200";"COBADEHHXXX";"13";"006171";"U";"0";"00000000"
"20040005";"1";"Commerzbank, Filiale Hamburg 2";"20454";"Hamburg";"Commerzbank Fil. Hamburg 2";"24002";"COBADEHHXXX";"13";"056714";"U";"0";"00000000"
"20040020";"1";"Commerzbank, CC SP";"20349";"Hamburg";"Commerzbank CC SP, Hamburg";;"COBADEFFXXX";"09";"056241";"U";"0";"00000000"
"20040040";"1";"Commerzbank GF RME";"20454";"Hamburg";"Commerzbank GF RME, Hamburg";"24220";"COBADEFFXXX";"13";"053646";"U";"0";"00000000"
"20040048";"1";"Commerzbank GF-H48";"20454";"Hamburg";"Commerzbank HBG GF-H48";"24248";"COBADEFFXXX";"13";"055611";"U";"0";"00000000"
"20040050";"1";"Commerzbank GF COC";"20457";"Hamburg";"Commerzbank GF COC";"24328";"COBADEFFXXX";"13";"052795";"U";"0";"00000000"
"20040060";"1";"Commerzbank Gf 260";"20454";"Hamburg";"Commerzbank Gf 260 Hamburg";"24295";"COBADEFFXXX";"09";"052895";"U";"0";"00000000"
"20040061";"1";"Commerzbank Gf 261";"20454";"Hamburg";"Commerzbank Gf 261 Hamburg";"24296";"COBADEFFXXX";"09";"052896";"U";"0";"00000000"
"20040062";"1";"Commerzbank CC";"20457";"Hamburg";"Commerzbank CC Hamburg";;"COBADEFFXXX";"09";"055811";"U";"0";"00000000"
"20040063";"1";"Commerzbank CC";"20457";"Hamburg";"Commerzbank CC Hamburg";;"COBADEFFXXX";"09";"055812";"U";"0";"00000000"
"20041111";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24221";"COBADEHDXXX";"13";"048803";"U";"0";"00000000"
"20041133";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24222";"COBADEHD001";"13";"050565";"U";"0";"00000000"
"20041144";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24224";"COBADEHD044";"13";"053523";"U";"0";"00000000"
"20041155";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24225";"COBADEHD055";"13";"053524";"U";"0";"00000000"
"20041166";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24226";"COBADEHD066";"13";"057374";"U";"0";"00000000"
"20041177";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24227";"COBADEHD077";"13";"057375";"U";"0";"00000000"
"20041188";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24228";"COBADEHD088";"13";"057376";"U";"0";"00000000"
"20041199";"1";"Commerzbank - GF comdirect";"25449";"Quickborn";"Commerzbank - GF comdirect";"24229";"COBADEHD099";"13";"057377";"U";"0";"00000000"
"20050000";"1";"Hamburg Commercial Bank, ehemals HSH Nordbank Hamburg";"20095";"Hamburg";"Hamburg Commercial Bank";"52000";"HSHNDEHHXXX";"C5";"011954";"D";"0";"00000000"
"20050550";"1";"Hamburger Sparkasse";"20454";"Hamburg";"Haspa Hamburg";"52001";"HASPDEHHXXX";"00";"011973";"U";"0";"00000000"
"20060000";"1";"DZ BANK";"20045";"Hamburg";"DZ BANK";;"GENODEFF200";"09";"017411";"U";"0";"00000000"
"20069111";"1";"Norderstedter Bank -alt-";"22827";"Norderstedt";"Norderstedter Bank -alt-";"62267";"GENODEF1NDR";"32";"016825";"U";"0";"00000000"
"20069125";"1";"Kaltenkirchener Bank -alt-";"24568";"Kaltenkirchen";"Kaltenkirchener Bank -alt-";"62275";"GENODEF1KLK";"33";"016922";"U";"0";"00000000"
"20069130";"1";"Raiffeisenbank -alt-";"24571";"Bad Bramstedt";"Raiffbk -alt-";"62279";"GENODEF1BBR";"32";"016755";"U";"0";"00000000"
"20069144";"1";"Raiffeisenbank";"25371";"Seestermühe";"Raiffeisenbank Seestermühe";"62286";"GENODEF1SST";"33";"017016";"U";"0";"00000000"
"20069177";"1";"Raiffeisenbank Südstormarn Mölln";"23879";"Mölln";"Raiffbk Südstormarn Mölln";"62302";"GENODEF1GRS";"32";"017876";"U";"0";"00000000"
"20069232";"1";"Raiffeisenbank -alt-";"24643";"Struvenhütten";"Raiffbk Struvenhütten -alt-";"62574";"GENODEF1STV";"33";"017046";"U";"0";"00000000"
"20069641";"1";"Raiffeisenbank Owschlag";"24811";"Owschlag";"Raiffeisenbank Owschlag";"62578";"GENODEF1OWS";"33";"017906";"U";"0";"00000000"
"20069780";"1";"Volksbank Ahlerstedt";"21702";"Ahlerstedt";"Volksbank Ahlerstedt";"62457";"GENODEF1AST";"28";"025785";"U";"0";"00000000"
"20069782";"1";"Volksbank Geest";"21641";"Apensen";"Volksbank Geest";"62458";"GENODEF1APE";"28";"025808";"U";"0";"00000000"
"20069786";"1";"Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank";"21703";"Drochtersen";"VB Kehdingen";"62461";"GENODEF1DRO";"28";"028200";"U";"0";"00000000"
"20069800";"1";"Spar- und Kreditbank";"21714";"Hammah";"Spar- und Kreditbank Hammah";"62466";"GENODEF1HAA";"28";"026093";"U";"0";"00000000"
"20069812";"1";"Volksbank Fredenbeck";"21717";"Fredenbeck";"Volksbank Fredenbeck";"62474";"GENODEF1FRB";"28";"028286";"U";"0";"00000000"
"20069815";"1";"Volksbank";"21724";"Oldendorf";"Volksbank Oldendorf";"62477";"GENODEF1815";"28";"028773";"U";"1";"00000000"
"20069861";"1";"Raiffeisenbank -alt-";"23909";"Ratzeburg";"Raiffbk Ratzeburg -alt-";"62490";"GENODEF1RRZ";"33";"017969";"U";"0";"00000000"
"20069882";"1";"Raiffeisenbank Travemünde -alt-";"23570";"Lübeck";"Raiffbk Travemünde -alt-";"62581";"GENODEF1RLT";"33";"017734";"U";"1";"00000000"
"20069965";"1";"Volksbank Winsener Marsch";"21436";"Marschacht";"VB Winsener Marsch";"62531";"GENODEF1WIM";"28";"028855";"U";"0";"00000000"
"20069989";"1";"Volksbank Wulfsen -alt-";"21445";"Wulfsen";"Volksbank Wulfsen -alt-";"62538";"GENODEF1WUL";"28";"029833";"U";"0";"00000000"
"20070000";"1";"Deutsche Bank";"20079";"Hamburg";"Deutsche Bank";"27600";"DEUTDEHHXXX";"63";"005791";"U";"0";"00000000"
"20070024";"1";"Deutsche Bank";"20079";"Hamburg";"Deutsche Bank";"21600";"DEUTDEDBHAM";"63";"049839";"U";"0";"00000000"
"20070404";"1";"Postbank/DSL Ndl der Deutsche Bank";"20095";"Hamburg";"Postbank Ndl Deutsche Bank";"27404";"DEUTDEHHP34";"63";"057592";"U";"0";"00000000"
"20070424";"1";"Postbank/DSL Ndl der Deutsche Bank";"20095";"Hamburg";"Postbank Ndl Deutsche Bank";"21404";"DEUTDEDBP34";"63";"057593";"U";"0";"00000000"
"20080000";"1";"Commerzbank vormals Dresdner Bank";"20349";"Hamburg";"Commerzbank Hamburg";"28200";"DRESDEFF200";"76";"005598";"U";"0";"00000000"
"20080055";"1";"Commerzbank vormals Dresdner Bank Zw 55";"20349";"Hamburg";"Commerzbank Zw 55 Hamburg";"28202";"DRESDEFF207";"76";"053528";"U";"0";"00000000"
"20080057";"1";"Commerzbank vormals Dresdner Bank Gf ZW 57";"20349";"Hamburg";"Commerzbk ZW 57 Hamburg";"28203";"DRESDEFF208";"76";"053519";"U";"0";"00000000"
"20080085";"1";"Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2";"20349";"Hamburg";"Commerzbank ITKG2 Hamburg";;"DRESDEFFI56";"09";"055084";"U";"0";"00000000"
"20080086";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3";"20349";"Hamburg";"Commerzbank ITGK 3";;"DRESDEFFI63";"09";"055098";"U";"0";"00000000"
"20080087";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4";"20349";"Hamburg";"Commerzbank ITGK4 Hamburg";;"DRESDEFFI64";"09";"055099";"U";"0";"00000000"
"20080088";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5";"20349";"Hamburg";"Commerzbank ITGK5 Hamburg";;"DRESDEFFI74";"09";"055160";"U";"0";"00000000"
"20080089";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6";"20349";"Hamburg";"Commerzbank ITGK6 Hamburg";;"DRESDEFFI75";"09";"055161";"U";"0";"00000000"
"20080091";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7";"20349";"Hamburg";"Commerzbank ITGK 7";;"DRESDEFFJ33";"09";"055548";"U";"0";"00000000"
"20080092";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8";"20349";"Hamburg";"Commerzbank ITGK 8";;"DRESDEFFJ34";"09";"055549";"U";"0";"00000000"
"20080093";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9";"20349";"Hamburg";"Commerzbank ITGK 9";;"DRESDEFFJ35";"09";"055550";"U";"0";"00000000"
"20080094";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10";"20349";"Hamburg";"Commerzbank ITGK 10";;"DRESDEFFJ36";"09";"055551";"U";"0";"00000000"
"20080095";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11";"20349";"Hamburg";"Commerzbank ITGK 11";;"DRESDEFFJ37";"09";"055553";"U";"0";"00000000"
"20089200";"1";"Commerzbank vormals Dresdner Bank ITGK";"20349";"Hamburg";"Commerzbank ITGK Hamburg";;"DRESDEFFI06";"09";"050733";"U";"0";"00000000"
"20090400";"1";"DZ HYP";"20095";"Hamburg";"DZ HYP Hamburg";"26770";"DGHYDEH1XXX";"09";"022879";"U";"0";"00000000"
"20090700";"1";"Edekabank";"22297";"Hamburg";"Edekabank Hamburg";"92055";"EDEKDEHHXXX";"50";"024638";"U";"0";"00000000"
"20090745";"1";"EBANK Gf Cash";"22297";"Hamburg";"EBANK Gf Cash Hamburg";"92165";"EDEKDEHHXXX";"50";"053288";"U";"0";"00000000"
"20090900";"1";"PSD Bank Nord";"22013";"Hamburg";"PSD Bank Nord Hamburg";"92063";"GENODEF1P08";"91";"024634";"U";"0";"00000000"
"20110022";"1";"Postbank Ndl der Deutsche Bank";"22283";"Hamburg";"Postbank Ndl Deutsche Bank";;"PBNKDEFFXXX";"09";"034811";"U";"0";"00000000"
"20110700";"1";"MUFG Bank (Europe) Germany Branch";"40040";"Düsseldorf";"MUFG Bank";"29605";"BOTKDEH1XXX";"09";"013488";"U";"0";"00000000"
"20110800";"1";"Bank of China Fil Hamburg";"20095";"Hamburg";"Bank of China Hamburg";;"BKCHDEFFHMB";"09";"048176";"U";"0";"00000000"
"20120000";"1";"Joh. Berenberg, Gossler & Co";"20354";"Hamburg";"Berenberg, Hamburg";"26020";"BEGODEHHXXX";"00";"014905";"U";"0";"00000000"
"20120100";"1";"M.M. Warburg & CO";"20095";"Hamburg";"M.M. Warburg Bank";"26391";"WBWCDEHHXXX";"09";"014910";"U";"0";"00000000"
"20120200";"1";"BHF-BANK";"20095";"Hamburg";"BHF-BANK Hamburg";"25156";"BHFBDEFF200";"60";"013494";"U";"0";"00000000"
"20120400";"1";"start:bausparkasse";"22756";"Hamburg";"start:bausparkasse";;"DRBKDEH1XXX";"E0";"043880";"U";"0";"00000000"
"20120520";"1";"Bank für Sozialwirtschaft";"22297";"Hamburg";"Sozialbank Hamburg";;"BFSWDE33HAN";"09";"056883";"U";"0";"00000000"
"20120600";"1";"Goyer & Göppel";"20354";"Hamburg";"Goyer & Göppel Hamburg";"26145";"GOGODEH1XXX";"09";"013512";"U";"0";"00000000"
"20120700";"1";"Hanseatic Bank";"22309";"Hamburg";"Hanseatic Bank Hamburg";"26175";"HSTBDEHHXXX";"16";"041187";"U";"0";"00000000"
"20130400";"1";"GRENKE BANK";"76532";"Baden-Baden";"GRENKE BANK";"99047";"GREBDEH1XXX";"00";"013513";"U";"0";"00000000"
"20130600";"1";"Barclays Bank Ireland Hamburg Branch";"22761";"Hamburg";"Barclays Bank Hamburg";"29665";"BARCDEHAXXX";"09";"046484";"U";"0";"00000000"
"20133300";"1";"Santander Consumer Bank";"20095";"Hamburg";"Santander Bank Hamburg";"29412";"SCFBDE33XXX";"09";"055977";"U";"0";"00000000"
"20190003";"1";"Hamburger Volksbank";"20097";"Hamburg";"Hamburger Volksbank";"92002";"GENODEF1HH2";"10";"022250";"U";"0";"00000000"
"20190077";"1";"Hamburger Volksbank (Gf GAA)";"20097";"Hamburg";"Hamburger Volksbank Gf GAA";;"GENODEF1HH2";"10";"057182";"U";"0";"00000000"
"20190109";"1";"Volksbank Raiffeisenbank";"23843";"Bad Oldesloe";"Volksbank Raiffeisenbank";"92038";"GENODEF1HH4";"48";"022256";"U";"0";"00000000"
"20190206";"1";"Volksbank Hamburg Ost-West -alt-";"20019";"Hamburg";"VB Hamburg Ost-West -alt-";"92041";"GENODEF1HH1";"10";"022255";"U";"0";"00000000"
"20190301";"1";"Vierländer Volksbank -alt-";"21037";"Hamburg";"Vierländer VB Hamburg -alt-";"92044";"GENODEF1HH3";"10";"022262";"U";"0";"00000000"
"20190800";"1";"MKB Mittelstandskreditbank";"22547";"Hamburg";"MKB Hamburg";"92164";"GENODEF1MKB";"28";"048847";"U";"0";"00000000"
"20210200";"1";"Bank Melli Iran";"20421";"Hamburg";"Bank Melli Iran Hamburg";"29585";"MELIDEHHXXX";"19";"013473";"U";"0";"00000000"
"20210300";"1";"Bank Saderat Iran";"20422";"Hamburg";"Bank Saderat Iran Hamburg";"29615";"SIHRDEH1HAM";"09";"013472";"U";"0";"00000000"
"20220100";"1";"DNB Bank ASA - Filiale Deutschland";"20354";"Hamburg";"DNB Bank";"29910";"DNBADEHXXXX";"09";"049171";"U";"0";"00000000"
"20220800";"1";"Banking Circle - German Branch";"80333";"München";"Banking Circle Germany";;"SXPYDEHHXXX";"09";"056853";"U";"0";"00000000"
"20230300";"1";"Otto M. Schröder Bank";"20355";"Hamburg";"Otto M. Schröder Bank";"26320";"OSCBDEH1XXX";"09";"013519";"M";"0";"00000000"
"20230600";"1";"Isbank Berlin";"13353";"Berlin";"Isbank Berlin";"29838";"ISBKDEFXXXX";"06";"048642";"M";"0";"00000000"
"20230800";"1";"Sutor Bank";"20433";"Hamburg";"Sutor Bank Hamburg";"26375";"MHSBDEHBXXX";"09";"013493";"U";"0";"00000000"
"20310300";"1";"Europäisch-Iranische Handelsbank";"20095";"Hamburg";"Europ-Iran Handelsbk Hambg";"29145";"EIHBDEHHXXX";"09";"033252";"U";"0";"00000000"
"20690500";"1";"Sparda-Bank Hamburg";"22704";"Hamburg";"Sparda-Bank Hamburg";"92047";"GENODEF1S11";"09";"024639";"U";"0";"00000000"
"20730001";"1";"UniCredit Bank - HVB Settlement EAC01";"21050";"Hamburg";"UniCredit Bk Settlemt EAC01";;"HYVEDEMME01";"09";"055437";"U";"0";"00000000"
"20730002";"1";"UniCredit Bank - HVB Settlement EAC02";"21050";"Hamburg";"UniCredit Bk Settlemt EAC02";;"HYVEDEMME02";"09";"055438";"U";"0";"00000000"
"20730003";"1";"UniCredit Bank - HVB Settlement EAC03";"21050";"Hamburg";"UniCredit Bk Settlemt EAC03";;"HYVEDEMME03";"09";"055439";"U";"0";"00000000"
"20730004";"1";"UniCredit Bank - HVB Settlement EAC04";"21050";"Hamburg";"UniCredit Bk Settlemt EAC04";;"HYVEDEMME04";"09";"055440";"U";"0";"00000000"
"20730005";"1";"UniCredit Bank - HVB Settlement EAC05";"21050";"Hamburg";"UniCredit Bk Settlemt EAC05";;"HYVEDEMME05";"09";"055441";"U";"0";"00000000"
"20730006";"1";"UniCredit Bank - HVB Settlement EAC06";"21050";"Hamburg";"UniCredit Bk Settlemt EAC06";;"HYVEDEMME06";"09";"055442";"U";"0";"00000000"
"20730007";"1";"UniCredit Bank - HVB Settlement EAC07";"21050";"Hamburg";"UniCredit Bk Settlemt EAC07";;"HYVEDEMME07";"09";"055443";"U";"0";"00000000"
"20730008";"1";"UniCredit Bank - HVB Settlement EAC08";"21050";"Hamburg";"UniCredit Bk Settlemt EAC08";;"HYVEDEMME08";"09";"055444";"U";"0";"00000000"
"20730009";"1";"UniCredit Bank - HVB Settlement EAC09";"21050";"Hamburg";"UniCredit Bk Settlemt EAC09";;"HYVEDEMME09";"09";"055445";"U";"0";"00000000"
"20730010";"1";"UniCredit Bank - HVB Settlement EAC10";"21050";"Hamburg";"UniCredit Bk Settlemt EAC10";;"HYVEDEMME10";"09";"055446";"U";"0";"00000000"
"20730011";"1";"UniCredit Bank - HVB Settlement EAC11";"21050";"Hamburg";"UniCredit Bk Settlemt EAC11";;"HYVEDEMME11";"09";"055447";"U";"0";"00000000"
"20730012";"1";"UniCredit Bank - HVB Settlement EAC12";"21050";"Hamburg";"UniCredit Bk Settlemt EAC12";;"HYVEDEMME12";"09";"055448";"U";"0";"00000000"
"20730013";"1";"UniCredit Bank - HVB Settlement EAC13";"21050";"Hamburg";"UniCredit Bk Settlemt EAC13";;"HYVEDEMME13";"09";"055449";"U";"0";"00000000"
"20730014";"1";"UniCredit Bank - HVB Settlement EAC14";"21050";"Hamburg";"UniCredit Bk Settlemt EAC14";;"HYVEDEMME14";"09";"055450";"U";"0";"00000000"
"20730015";"1";"UniCredit Bank - HVB Settlement EAC15";"21050";"Hamburg";"UniCredit Bk Settlemt EAC15";;"HYVEDEMME15";"09";"055451";"U";"0";"00000000"
"20730016";"1";"UniCredit Bank - HVB Settlement EAC16";"21050";"Hamburg";"UniCredit Bk Settlemt EAC16";;"HYVEDEMME16";"09";"055452";"U";"0";"00000000"
"20730017";"1";"UniCredit Bank - HVB Settlement EAC17";"21050";"Hamburg";"UniCredit Bk Settlemt EAC17";;"HYVEDEMME17";"09";"055453";"U";"0";"00000000"
"20730018";"1";"UniCredit Bank - HVB Settlement EAC18";"21050";"Hamburg";"UniCredit Bk Settlemt EAC18";;"HYVEDEMME18";"09";"055454";"U";"0";"00000000"
"20730019";"1";"UniCredit Bank - HVB Settlement EAC19";"21050";"Hamburg";"UniCredit Bk Settlemt EAC19";;"HYVEDEMME19";"09";"055455";"U";"0";"00000000"
"20730020";"1";"UniCredit Bank - HVB Settlement EAC20";"21050";"Hamburg";"UniCredit Bk Settlemt EAC20";;"HYVEDEMME20";"09";"055456";"U";"0";"00000000"
"20730021";"1";"UniCredit Bank - HVB Settlement EAC21";"21050";"Hamburg";"UniCredit Bk Settlemt EAC21";;"HYVEDEMME21";"09";"055756";"U";"0";"00000000"
"20730022";"1";"UniCredit Bank - HVB Settlement EAC22";"21050";"Hamburg";"UniCredit Bk Settlemt EAC22";;"HYVEDEMME22";"09";"055757";"U";"0";"00000000"
"20730023";"1";"UniCredit Bank - HVB Settlement EAC23";"21050";"Hamburg";"UniCredit Bk Settlemt EAC23";;"HYVEDEMME23";"99";"055758";"U";"0";"00000000"
"20730024";"1";"UniCredit Bank - HVB Settlement EAC24";"21050";"Hamburg";"UniCredit Bk Settlemt EAC24";;"HYVEDEMME24";"09";"055759";"U";"0";"00000000"
"20730025";"1";"UniCredit Bank - HVB Settlement EAC25";"21050";"Hamburg";"UniCredit Bk Settlemt EAC25";;"HYVEDEMME25";"09";"055760";"U";"0";"00000000"
"20730026";"1";"UniCredit Bank - HVB Settlement EAC26";"21050";"Hamburg";"UniCredit Bk Settlemt EAC26";;"HYVEDEMME26";"09";"055761";"U";"0";"00000000"
"20730027";"1";"UniCredit Bank - HVB Settlement EAC27";"21050";"Hamburg";"UniCredit Bk Settlemt EAC27";;"HYVEDEMME27";"09";"055762";"U";"0";"00000000"
"20730028";"1";"UniCredit Bank - HVB Settlement EAC28";"21050";"Hamburg";"UniCredit Bk Settlemt EAC28";;"HYVEDEMME28";"09";"055763";"U";"0";"00000000"
"20730029";"1";"UniCredit Bank - HVB Settlement EAC29";"21050";"Hamburg";"UniCredit Bk Settlemt EAC29";;"HYVEDEMME29";"09";"055764";"U";"0";"00000000"
"20730030";"1";"UniCredit Bank - HVB Settlement EAC30";"21050";"Hamburg";"UniCredit Bk Settlemt EAC30";;"HYVEDEMME30";"09";"055765";"U";"0";"00000000"
"20730031";"1";"UniCredit Bank - HVB Settlement EAC31";"21050";"Hamburg";"UniCredit Bk Settlemt EAC31";;"HYVEDEMME31";"09";"055766";"U";"0";"00000000"
"20730032";"1";"UniCredit Bank - HVB Settlement EAC32";"21050";"Hamburg";"UniCredit Bk Settlemt EAC32";;"HYVEDEMME32";"09";"055767";"U";"0";"00000000"
"20730033";"1";"UniCredit Bank - HVB Settlement EAC33";"21050";"Hamburg";"UniCredit Bk Settlemt EAC33";;"HYVEDEMME33";"09";"055768";"U";"0";"00000000"
"20730034";"1";"UniCredit Bank - HVB Settlement EAC34";"21050";"Hamburg";"UniCredit Bk Settlemt EAC34";;"HYVEDEMME34";"09";"055769";"U";"0";"00000000"
"20730035";"1";"UniCredit Bank - HVB Settlement EAC35";"21050";"Hamburg";"UniCredit Bk Settlemt EAC35";;"HYVEDEMME35";"09";"055770";"U";"0";"00000000"
"20730036";"1";"UniCredit Bank - HVB Settlement EAC36";"21050";"Hamburg";"UniCredit Bk Settlemt EAC36";;"HYVEDEMME36";"09";"055771";"U";"0";"00000000"
"20730037";"1";"UniCredit Bank - HVB Settlement EAC37";"21050";"Hamburg";"UniCredit Bk Settlemt EAC37";;"HYVEDEMME37";"09";"055772";"U";"0";"00000000"
"20730038";"1";"UniCredit Bank - HVB Settlement EAC38";"21050";"Hamburg";"UniCredit Bk Settlemt EAC38";;"HYVEDEMME38";"09";"055773";"U";"0";"00000000"
"20730039";"1";"UniCredit Bank - HVB Settlement EAC39";"21050";"Hamburg";"UniCredit Bk Settlemt EAC39";;"HYVEDEMME39";"09";"055774";"U";"0";"00000000"
"20730040";"1";"UniCredit Bank - HVB Settlement EAC40";"21050";"Hamburg";"UniCredit Bk Settlemt EAC40";;"HYVEDEMME40";"09";"055775";"U";"0";"00000000"
"20730041";"1";"UniCredit Bank - HVB Settlement EAC41";"21050";"Hamburg";"UniCredit Bk Settlemt EAC41";;"HYVEDEMME41";"09";"056964";"U";"0";"00000000"
"20730042";"1";"UniCredit Bank - HVB Settlement EAC42";"21050";"Hamburg";"UniCredit Bk Settlemt EAC42";;"HYVEDEMME42";"09";"056965";"U";"0";"00000000"
"20730043";"1";"UniCredit Bank - HVB Settlement EAC43";"21050";"Hamburg";"UniCredit Bk Settlemt EAC43";;"HYVEDEMME43";"09";"056966";"U";"0";"00000000"
"20730044";"1";"UniCredit Bank - HVB Settlement EAC44";"21050";"Hamburg";"UniCredit Bk Settlemt EAC44";;"HYVEDEMME44";"09";"056967";"U";"0";"00000000"
"20730045";"1";"UniCredit Bank - HVB Settlement EAC45";"21050";"Hamburg";"UniCredit Bk Settlemt EAC45";;"HYVEDEMME45";"09";"056968";"U";"0";"00000000"
"20730046";"1";"UniCredit Bank - HVB Settlement EAC46";"21050";"Hamburg";"UniCredit Bk Settlemt EAC46";;"HYVEDEMME46";"09";"056969";"U";"0";"00000000"
