Bankleitzahl;Merkmal;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC;Prüfzifferberechnungsmethode;Datensatznummer;Änderungskennzeichen;Bankleitzahllöschung;Nachfolge-Bankleitzahl
"74251020";"1";"Sparkasse im Landkreis Cham";"93405";"Cham";"Spk im Landkreis Cham";"57274";"BYLADEM1CHM";"00";"011055";"U";"0";"00000000"
"74260110";"1";"Raiffeisenbank Straubing";"94315";"Straubing";"Raiffeisenbank Straubing";"67230";"GENODEF1SR2";"88";"027591";"U";"0";"00000000"
"74261024";"1";"Raiffeisenbank Chamer Land";"93404";"Cham";"Raiffeisenbank Chamer Land";"67042";"GENODEF1CHA";"88";"027396";"U";"0";"00000000"
"74290000";"1";"VR-Bank Ostbayern-Mitte";"94315";"Straubing";"VR-Bank Ostbayern-Mitte";"97014";"GENODEF1SR1";"88";"022508";"U";"0";"00000000"
"74290100";"1";"CB Bank";"94306";"Straubing";"CB Bank Straubing";;"CBSRDE71XXX";"98";"049281";"U";"0";"00000000"
"74320073";"1";"UniCredit Bank - HypoVereinsbank";"84007";"Landshut";"UniCredit Bank-HypoVereinbk";"22048";"HYVEDEMM433";"99";"000112";"U";"0";"00000000"
"74340077";"1";"Commerzbank";"84028";"Landshut";"Commerzbank Landshut";"24751";"COBADEFFXXX";"13";"010233";"U";"0";"00000000"
"74350000";"1";"Sparkasse Landshut";"84011";"Landshut";"Spk Landshut";"57168";"BYLADEM1LAH";"11";"010573";"U";"0";"00000000"
"74351430";"1";"Sparkasse Rottal-Inn";"84307";"Eggenfelden";"Spk Rottal-Inn Eggenfelden";"57213";"BYLADEM1EGF";"00";"008897";"U";"0";"00000000"
"74351740";"1";"Stadt- und Kreissparkasse Moosburg -alt-";"85366";"Moosburg a.d.Isar";"St u Kr Spk Moosburg -alt-";"57177";"BYLADEM1MSB";"10";"010553";"U";"0";"00000000"
"74361211";"1";"Raiffeisenbank Arnstorf";"94424";"Arnstorf";"Raiffeisenbank Arnstorf";"67050";"GENODEF1ARF";"88";"025810";"U";"0";"00000000"
"74362663";"1";"Raiffeisenbank Landshuter Land";"84030";"Ergolding";"Raiffbk Landshuter Land";"68031";"GENODEF1ERG";"88";"025994";"U";"0";"00000000"
"74364689";"1";"Raiffeisenbank Pfeffenhausen-Rottenburg-Wildenberg -alt-";"84076";"Pfeffenhausen";"Raiffbk Pfeffenhausen -alt-";"68107";"GENODEF1PFF";"88";"026307";"U";"0";"00000000"
"74366666";"1";"Raiffeisenbank Geisenhausen -alt-";"84144";"Geisenhausen";"Raiffbk Geisenh. -alt-";"68032";"GENODEF1GSH";"88";"026031";"M";"0";"00000000"
"74369068";"1";"Raiffeisenbank Hofkirchen-Bayerbach";"84082";"Laberweinting";"Raiffbk Hofkirchen-Bayerbch";"67220";"GENODEF1LWE";"88";"027568";"U";"0";"00000000"
"74369088";"1";"Raiffeisenbank Geiselhöring-Pfaffenberg";"94333";"Geiselhöring";"Raiffbk Geiselhöring-Pfabg";"67247";"GENODEF1GPF";"88";"027455";"U";"0";"00000000"
"74369130";"1";"Raiffeisenbank Parkstetten";"94365";"Parkstetten";"Raiffeisenbank Parkstetten";"67314";"GENODEF1PST";"88";"027770";"U";"0";"00000000"
"74369146";"1";"Raiffeisenbank Rattiszell-Konzell";"94372";"Rattiszell";"Raiffbk Rattiszell-Konzell";"67342";"GENODEF1RZK";"88";"027816";"U";"0";"00000000"
"74369656";"1";"Raiffeisenbank Essenbach -alt-";"84051";"Essenbach";"Raiffbk Essenbach  -alt-";"67769";"GENODEF1ENA";"88";"026000";"U";"0";"00000000"
"74369662";"1";"Raiffeisenbank Buch-Eching";"84174";"Eching";"Raiffbk Buch-Eching";"67775";"GENODEF1EBV";"88";"025968";"U";"0";"00000000"
"74369704";"1";"Raiffeisenbank Mengkofen-Loiching -alt-";"84152";"Mengkofen";"Raiffbk Mengk.-Loiching-alt";"67801";"GENODEF1MKO";"88";"026267";"U";"0";"00000000"
"74380007";"1";"Commerzbank vormals Dresdner Bank";"84008";"Landshut";"Commerzbank Landshut";"28743";"DRESDEFF743";"76";"005614";"U";"0";"00000000"
"74390000";"1";"VR-Bank Landshut";"84037";"Landshut";"VR-Bank Landshut";"97015";"GENODEF1LH1";"88";"021980";"U";"0";"00000000"
"74391300";"1";"Volksbank-Raiffeisenbank Dingolfing -alt-";"84130";"Dingolfing";"VB-Raiffbk Dingolfing -alt-";"97083";"GENODEF1DGF";"88";"021769";"U";"0";"00000000"
"74391400";"1";"VR-Bank Rottal-Inn";"84301";"Eggenfelden";"VR-Bank Rottal-Inn";"97084";"GENODEF1EGR";"88";"021426";"U";"0";"00000000"
"74392300";"1";"VR-Bank Isar-Vils";"84131";"Vilsbiburg";"VR-Bk Isar-Vils Vilsbiburg";"97116";"GENODEF1VBV";"88";"022580";"U";"0";"00000000"
"75000000";"1";"Bundesbank";"93006";"Regensburg";"BBk Regensburg";"20750";"MARKDEF1750";"09";"011568";"U";"0";"00000000"
"75020073";"1";"UniCredit Bank - HypoVereinsbank";"93002";"Regensburg";"UniCredit Bank-HypoVereinbk";"22071";"HYVEDEMM447";"99";"000113";"U";"0";"00000000"
"75021174";"1";"UniCredit Bank - HypoVereinsbank";"92402";"Schwandorf";"UniCredit Bank-HypoVereinbk";"22080";"HYVEDEMM804";"99";"000115";"U";"0";"00000000"
"75040062";"1";"Commerzbank Regensburg";"93047";"Regensburg";"Commerzbank Regensburg";"24750";"COBADEFFXXX";"13";"010250";"U";"0";"00000000"
"75050000";"1";"Sparkasse Regensburg";"93042";"Regensburg";"Spk Regensburg";"57210";"BYLADEM1RBG";"00";"008676";"U";"0";"00000000"
"75051040";"1";"Sparkasse im Landkreis Schwandorf";"92408";"Schwandorf";"Spk im Landkreis Schwandorf";"57218";"BYLADEM1SAD";"00";"009998";"U";"0";"00000000"
"75051565";"1";"Kreissparkasse Kelheim";"93309";"Kelheim";"Kreissparkasse Kelheim";"57167";"BYLADEM1KEH";"00";"008577";"U";"0";"00000000"
"75060150";"1";"Raiffeisenbank Regensburg-Wenzenbach";"93018";"Regensburg";"Raiffbk Regensburg-Wenzenb";"67023";"GENODEF1R02";"88";"027819";"U";"0";"00000000"
"75061168";"1";"Raiffeisenbank Schwandorf-Nittenau -alt-";"92408";"Schwandorf";"RB Schwandorf-Nittenau-alt-";"68039";"GENODEF1SWN";"88";"027884";"U";"0";"00000000"
"75061851";"1";"Raiffeisenbank Regenstauf";"93122";"Regenstauf";"Raiffeisenbank Regenstauf";"67079";"GENODEF1REF";"88";"027820";"U";"0";"00000000"
"75062026";"1";"Raiffeisenbank Oberpfalz Süd";"93093";"Donaustauf";"Raiffbk Oberpfalz Süd";"68024";"GENODEF1DST";"88";"027511";"U";"0";"00000000"
"75069014";"1";"Raiffeisenbank Kreis Kelheim";"93077";"Bad Abbach";"Raiffbk Kreis Kelheim";"67141";"GENODEF1ABS";"88";"027345";"U";"0";"00000000"
"75069015";"1";"Raiffeisenbank Bad Gögging -alt-";"93333";"Neustadt a.d.Donau";"Raiffbk Bad Gögging -alt-";"67144";"GENODEF1NGG";"88";"027723";"U";"0";"00000000"
"75069020";"1";"Raiffeisenbank Bruck -alt-";"92436";"Bruck i.d.OPf.";"Raiffeisenbank Bruck -alt-";"67149";"GENODEF1BUK";"88";"027380";"U";"0";"00000000"
"75069038";"1";"Raiffeisenbank Falkenstein-Wörth";"93167";"Falkenstein";"Raiffbk Falkenstein-Wörth";"67176";"GENODEF1FKS";"88";"027433";"U";"0";"00000000"
"75069050";"1";"Raiffeisenbank Grafenwöhr-Kirchenthumbach -alt-";"92655";"Grafenwöhr";"Raiffbk Grafenwöhr-K. -alt-";"67195";"GENODEF1GRW";"88";"027479";"U";"0";"00000000"
"75069055";"1";"Raiffeisenbank Alteglofsheim-Hagelstadt";"93095";"Hagelstadt";"Raiffbk Alteglofshm-Hagelst";"67204";"GENODEF1HGA";"88";"027530";"U";"0";"00000000"
"75069061";"1";"Raiffeisenbank im Oberpfälzer Jura";"92331";"Parsberg";"Raiffbk im Oberpf. Jura";"67211";"GENODEF1HEM";"88";"027550";"U";"0";"00000000"
"75069078";"1";"Raiffeisenbank Sinzing";"93161";"Sinzing";"Raiffeisenbank Sinzing";"67234";"GENODEF1SZV";"88";"043565";"U";"0";"00000000"
"75069081";"1";"Raiffeisenbank Bad Kötzting";"93444";"Bad Kötzting";"Raiffeisenbank Bad Kötzting";"67239";"GENODEF1KTZ";"88";"027628";"U";"0";"00000000"
"75069094";"1";"Raiffeisenbank Parsberg-Velburg -alt-";"92331";"Parsberg";"Raiffbk Parsberg-Velb.-alt-";"67258";"GENODEF1PAR";"88";"027663";"M";"0";"00000000"
"75069110";"1";"Raiffeisenbank Eschlkam-Lam-Lohberg-Neukirchen b Hl Blut";"93453";"Neukirchen b.Hl.Blut";"RB Eschlk-Lam-Lohb-Neukirch";"67278";"GENODEF1NKN";"88";"027713";"U";"0";"00000000"
"75069171";"1";"VR Bank Mittlere Oberpfalz";"92507";"Nabburg";"VR Bank Mittlere Oberpfalz";"67382";"GENODEF1SWD";"88";"027702";"U";"0";"00000000"
"75070013";"1";"Deutsche Bank";"93003";"Regensburg";"Deutsche Bank";"27227";"DEUTDEMM750";"63";"006976";"U";"0";"00000000"
"75070024";"1";"Deutsche Bank";"93003";"Regensburg";"Deutsche Bank";"21227";"DEUTDEDB750";"63";"050334";"U";"0";"00000000"
"75080003";"1";"Commerzbank vormals Dresdner Bank";"93015";"Regensburg";"Commerzbank Regensburg";"28750";"DRESDEFF750";"76";"006821";"U";"0";"00000000"
"75090000";"1";"Volksbank Raiffeisenbank Regensburg-Schwandorf";"93047";"Regensburg";"VB RB Regensburg-Schwandorf";"97016";"GENODEF1R01";"88";"022766";"U";"0";"00000000"
"75090300";"1";"LIGA Bank";"93006";"Regensburg";"LIGA Bank Regensburg";"97044";"GENODEF1M05";"88";"022765";"U";"0";"00000000"
"75090500";"1";"Sparda-Bank Ostbayern";"93047";"Regensburg";"Sparda-Bank Ostbayern";"97051";"GENODEF1S05";"09";"024870";"U";"0";"00000000"
"75090900";"1";"VR Bank Niederbayern-Oberpfalz";"93047";"Regensburg";"VR Bank Niederbayern-Oberpf";"97064";"GENODEF1P18";"91";"024871";"U";"0";"00000000"
"75091400";"1";"VR Bank Burglengenfeld -alt-";"93133";"Burglengenfeld";"VR Bank Burglengenfeld-alt-";"97085";"GENODEF1BLF";"88";"021725";"U";"0";"00000000"
"75220070";"1";"UniCredit Bank - HypoVereinsbank";"92202";"Amberg";"UniCredit Bank-HypoVereinbk";"22004";"HYVEDEMM405";"99";"000116";"U";"0";"00000000"
"75240000";"1";"Commerzbank";"92224";"Amberg";"Commerzbank Amberg Oberpf";"24761";"COBADEFFXXX";"13";"043174";"U";"0";"00000000"
"75250000";"1";"Sparkasse Amberg-Sulzbach";"92206";"Amberg";"Sparkasse Amberg-Sulzbach";"57221";"BYLADEM1ABG";"00";"011293";"U";"0";"00000000"
"75261700";"1";"Raiffeisenbank Sulzbach-Rosenberg -alt-";"92237";"Sulzbach-Rosenberg";"Raiffbk Sulzbach-Rose.-alt-";"68098";"GENODEF1SZH";"88";"025553";"U";"0";"00000000"
"75290000";"1";"VR Bank Amberg-Sulzbach";"92237";"Sulzbach-Rosenberg";"VR Bank Amberg-Sulzbach";"97017";"GENODEF1AMV";"88";"021533";"U";"0";"00000000"
"75320075";"1";"UniCredit Bank - HypoVereinsbank";"92612";"Weiden i.d.OPf.";"UniCredit Bank-HypoVereinbk";"22092";"HYVEDEMM454";"99";"000118";"U";"0";"00000000"
"75340090";"1";"Commerzbank";"92637";"Weiden i.d.OPf.";"Commerzbank Weiden Oberpf";"24754";"COBADEFFXXX";"13";"010242";"U";"0";"00000000"
"75350000";"1";"Sparkasse Oberpfalz Nord";"92615";"Weiden i.d.OPf.";"Spk Oberpfalz Nord";"57241";"BYLADEM1WEN";"00";"008766";"U";"0";"00000000"
"75351960";"1";"Vereinigte Sparkassen Eschenbach i d Opf";"92660";"Neustadt a.d.Waldnaab";"Ver Spk Eschenbach";"57261";"BYLADEM1ESB";"00";"010055";"U";"0";"00000000"
"75360011";"1";"Raiffeisenbank Weiden -alt-";"92637";"Weiden i.d.OPf.";"Raiffeisenbank Weiden -alt-";"67012";"GENODEF1WEO";"88";"027988";"U";"0";"00000000"
"75362039";"1";"Raiffeisenbank Floß";"92685";"Floß";"Raiffeisenbank Floß";"67083";"GENODEF1FLS";"88";"027437";"U";"0";"00000000"
"75363189";"1";"Raiffeisenbank Neustadt-Vohenstrauß -alt-";"92648";"Vohenstrauß";"RB Neustadt-Vohenstr -alt-";"67108";"GENODEF1NEW";"88";"027979";"U";"0";"00000000"
"75390000";"1";"Volksbank Raiffeisenbank Nordoberpfalz";"92637";"Weiden i.d.OPf.";"VR Nordoberpfalz";"97018";"GENODEF1WEV";"88";"022367";"U";"0";"00000000"
"76000000";"1";"Bundesbank";"90327";"Nürnberg";"BBk Nürnberg";"20760";"MARKDEF1760";"09";"011553";"U";"0";"00000000"
"76010085";"1";"Postbank Ndl der Deutsche Bank";"90322";"Nürnberg";"Postbank Ndl Deutsche Bank";"10085";"PBNKDEFFXXX";"24";"014933";"U";"0";"00000000"
"76020070";"1";"UniCredit Bank - HypoVereinsbank";"90327";"Nürnberg";"UniCredit Bank-HypoVereinbk";"22065";"HYVEDEMM460";"99";"000119";"U";"0";"00000000"
"76020099";"1";"UniCredit Bank - HypoVereinsbank Prepaid Card";"90327";"Nürnberg";"UniCredit Bank-HypoVereinbk";;"HYVEDEMMCAR";"09";"055806";"U";"0";"00000000"
"76026000";"1";"norisbank";"10625";"Berlin";"norisbank Berlin";"21430";"NORSDE71XXX";"C7";"049522";"U";"0";"00000000"
"76030080";"1";"BNP Paribas Niederlassung Deutschland";"90402";"Nürnberg";"BNP Paribas Deutschland";"26468";"CSDBDE71XXX";"01";"049354";"U";"0";"00000000"
"76030600";"1";"Isbank Fil Nürnberg";"90429";"Nürnberg";"Isbank Nürnberg";"29841";"ISBKDEFXNUR";"06";"048647";"U";"0";"00000000"
"76030800";"1";"flatexDEGIRO Bank";"60312";"Frankfurt am Main";"flatex Bank, Frankfurt";;"BIWBDE33760";"01";"056424";"U";"0";"00000000"
"76032000";"1";"TeamBank Nürnberg";"90471";"Nürnberg";"TeamBank Nürnberg";"99017";"TEAMDE71XXX";"06";"053255";"U";"0";"00000000"
"76032001";"1";"TeamBank Nürnberg GF Austria";"90471";"Nürnberg";"TeamBank Nürnberg GF -AT-";;"TEAMDE71TAT";"06";"053575";"U";"0";"00000000"
"76035000";"1";"UmweltBank";"90489";"Nürnberg";"UmweltBank Nürnberg";"99091";"UMWEDE7NXXX";"09";"049360";"U";"0";"00000000"
"76040060";"1";"Commerzbank CC";"90402";"Nürnberg";"Commerzbank CC Nürnberg";;"COBADEFFXXX";"09";"055824";"U";"0";"00000000"
"76040061";"1";"Commerzbank";"90006";"Nürnberg";"Commerzbank Nürnberg";"24760";"COBADEFFXXX";"13";"010226";"U";"0";"00000000"
"76040062";"1";"Commerzbank CC";"90402";"Nürnberg";"Commerzbank CC Nürnberg";;"COBADEFFXXX";"09";"055825";"U";"0";"00000000"
"76040065";"1";"Commerzbank, Filiale Nürnberg 2";"90006";"Nürnberg";"Commerzbank Fil. Nürnberg 2";"24006";"COBADEFFXXX";"13";"056718";"U";"0";"00000000"
"76050000";"1";"Bayerische Landesbank";"90041";"Nürnberg";"BayernLB Nürnberg";;"BYLADEMMXXX";"09";"008573";"U";"0";"00000000"
"76050101";"1";"Sparkasse Nürnberg";"90327";"Nürnberg";"Sparkasse Nürnberg";"57273";"SSKNDE77XXX";"49";"008571";"U";"0";"00000000"
"76052080";"1";"Sparkasse Neumarkt i d OPf-Parsberg";"92303";"Neumarkt i.d.OPf.";"Spk Neumarkt i d OPf-Parsbg";"57201";"BYLADEM1NMA";"00";"009603";"U";"0";"00000000"
"76060000";"1";"DZ BANK";"90002";"Nürnberg";"DZ BANK";"67009";"GENODEFF760";"09";"025516";"U";"0";"00000000"
"76060618";"1";"Volksbank Raiffeisenbank -alt-";"90019";"Nürnberg";"VR Bank Nürnberg -alt-";"67035";"GENODEF1N02";"88";"028633";"U";"0";"00000000"
"76060620";"1";"Volksbank Raiffeisenbank Nürnberg (Gf GAA)";"90402";"Nürnberg";"VR Bank Nbg (Gf GAA)";;"GENODEF1N02";"88";"057369";"U";"0";"00000000"
"76061025";"1";"Raiffeisen Spar+Kreditbank Lauf a d Pegnitz";"91207";"Lauf a.d.Pegnitz";"Raiffbk Spar+Kreditbk Lauf";"67043";"GENODEF1LAU";"88";"029390";"U";"0";"00000000"
"76061482";"1";"Raiffeisenbank im Nürnberger Land";"90537";"Feucht";"Raiffbk im Nürnberger Land";"67061";"GENODEF1HSB";"88";"025337";"U";"0";"00000000"
"76069369";"1";"Raiffeisenbank Auerbach-Freihung";"91275";"Auerbach i.d.OPf.";"Raiffbk Auerbach-Freihung";"67535";"GENODEF1AUO";"88";"025082";"U";"0";"00000000"
"76069372";"1";"Raiffeisenbank Bad Windsheim";"91438";"Bad Windsheim";"Raiffbk Bad Windsheim";"67539";"GENODEF1WDS";"88";"025092";"U";"0";"00000000"
"76069378";"1";"Raiffeisenbank";"91572";"Bechhofen";"Raiffeisenbank Bechhofen";"67545";"GENODEF1BEH";"88";"025101";"U";"0";"00000000"
"76069404";"1";"Raiffeisenbank Uehlfeld-Dachsbach";"91462";"Dachsbach";"Raiffbk Uehlfeld-Dachsbach";"67570";"GENODEF1DSB";"88";"025155";"U";"0";"00000000"
"76069409";"1";"Raiffeisenbank Dietenhofen -alt-";"90597";"Dietenhofen";"Raiffbk Dietenhofen -alt-";"67573";"GENODEF1DIH";"88";"025171";"U";"1";"00000000"
"76069410";"1";"Raiffeisenbank Dietersheim und Umgebung";"91463";"Dietersheim";"Raiffeisenbank Dietersheim";"67576";"GENODEF1DIM";"88";"025172";"U";"0";"00000000"
"76069440";"1";"Raiffeisenbank Altdorf-Feucht -alt-";"90537";"Feucht";"Raiffbk Altdorf-Feucht-alt-";"67598";"GENODEF1FEC";"88";"029204";"U";"0";"00000000"
"76069441";"1";"VR-Bank Feuchtwangen-Limes -alt-";"91555";"Feuchtwangen";"VR-Bank Feuchtw.-Limes-alt-";"67599";"GENODEF1FEW";"88";"029205";"U";"0";"00000000"
"76069448";"1";"Raiffeisenbank -alt-";"92272";"Freudenberg";"Raiffbk Freudenberg -alt-";"67607";"GENODEF1FRD";"88";"032370";"U";"0";"00000000"
"76069449";"1";"Raiffeisen - meine Bank";"91161";"Hilpoltstein";"Raiffeisen - meine Bank";"67608";"GENODEF1FYS";"88";"025247";"U";"0";"00000000"
"76069462";"1";"Raiffeisenbank Altmühl-Jura";"91171";"Greding";"Raiffeisenbank Altmühl-Jura";"67618";"GENODEF1GDG";"88";"025277";"U";"0";"00000000"
"76069468";"1";"Raiffeisenbank Weißenburg-Gunzenhausen -alt-";"91781";"Weißenburg i.Bay.";"Raiffbk Weißenburg-Gu.-alt-";"67625";"GENODEF1GU1";"88";"026994";"U";"0";"00000000"
"76069486";"1";"Raiffeisenbank Hirschau";"92242";"Hirschau";"Raiffbk Hirschau";"67639";"GENODEF1HSC";"88";"025342";"U";"0";"00000000"
"76069512";"1";"Raiffeisenbank Knoblauchsland Nürnberg-Buch -alt-";"90427";"Nürnberg";"Raiffbk Knoblauchsland-alt-";"67659";"GENODEF1N08";"88";"028632";"U";"0";"00000000"
"76069553";"1";"Raiffeisenbank Neumarkt";"92305";"Neumarkt i.d.OPf.";"Raiffeisenbank Neumarkt";"67699";"GENODEF1NM1";"88";"025504";"U";"0";"00000000"
"76069559";"1";"VR Bank Metropolregion Nürnberg";"91413";"Neustadt a.d.Aisch";"VR Bank Metropolregion Nbg";"67703";"GENODEF1NEA";"88";"027724";"U";"0";"00000000"
"76069564";"1";"Raiffeisenbank Oberferrieden-Burgthann";"90559";"Burgthann";"Raiffbk Oberferrieden-Burgt";"67704";"GENODEF1BTO";"88";"025558";"U";"0";"00000000"
"76069576";"1";"Raiffeisenbank Plankstetten";"92334";"Berching";"Raiffeisenbank Plankstetten";"67718";"GENODEF1BPL";"88";"027792";"U";"0";"00000000"
"76069602";"1";"Raiffeisenbank DreiFranken";"91093";"Heßdorf";"Raiffbk DreiFranken";"67736";"GENODEF1HSE";"88";"027532";"U";"0";"00000000"
"76069611";"1";"Raiffeisenbank Unteres Vilstal";"92287";"Schmidmühlen";"Raiffbk Unteres Vilstal";"67743";"GENODEF1SDM";"88";"028900";"U";"0";"00000000"
"76069635";"1";"Raiffeisenbank Ursensollen-Ammerthal-Hohenburg -alt-";"92289";"Ursensollen";"RB Ursens-Ammerth-Hohen alt";"67757";"GENODEF1URS";"88";"025702";"U";"0";"00000000"
"76069663";"1";"Raiffeisenbank Heilsbronn-Windsbach -alt-";"91575";"Windsbach";"Raiffbk Heilsbr-Winds.-alt-";"67777";"GENODEF1WBA";"88";"028505";"U";"0";"00000000"
"76069669";"1";"Raiffeisenbank Knoblauchsland-Bibertgrund";"90427";"Nürnberg";"Rbk Knoblauchsl-Bibertgrund";"67782";"GENODEF1ZIR";"88";"027065";"U";"0";"00000000"
"76070012";"1";"Deutsche Bank";"90402";"Nürnberg";"Deutsche Bank";"27226";"DEUTDEMM760";"63";"005687";"U";"0";"00000000"
"76070024";"1";"Deutsche Bank";"90402";"Nürnberg";"Deutsche Bank";"21226";"DEUTDEDB760";"63";"050348";"U";"0";"00000000"
"76070324";"1";"Postbank/DSL Ndl der Deutsche Bank";"91052";"Erlangen";"Postbank Ndl Deutsche Bank";"21361";"DEUTDEDBP15";"63";"057555";"U";"0";"00000000"
"76070361";"1";"Postbank/DSL Ndl der Deutsche Bank";"91052";"Erlangen";"Postbank Ndl Deutsche Bank";"27361";"DEUTDEMMP15";"63";"057557";"U";"0";"00000000"
"76080040";"1";"Commerzbank vormals Dresdner Bank";"90327";"Nürnberg";"Commerzbank Nürnberg";"28760";"DRESDEFF760";"76";"005536";"U";"0";"00000000"
"76080053";"1";"Commerzbank vormals Dresdner Bank Zw 53";"95011";"Hof";"Commerzbank Zw 53";;"DRESDEFFAGI";"76";"048177";"U";"0";"00000000"
"76080055";"1";"Commerzbank vormals Dresdner Bank Zw 55";"95011";"Hof";"Commerzbank Zw 55";;"DRESDEFFI25";"09";"048407";"U";"0";"00000000"
"76080085";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1";"90001";"Nürnberg";"Commerzbank ITGK1 Nürnbrg";;"DRESDEFFJ26";"09";"055210";"U";"0";"00000000"
"76080086";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2";"90001";"Nürnberg";"Commerzbank ITGK2 Nürnbrg";;"DRESDEFFJ27";"09";"055211";"U";"0";"00000000"
"76089480";"1";"Commerzbank vormals Dresdner Bank ITGK";"90327";"Nürnberg";"Commerzbank ITGK Nürnberg";;"DRESDEFFI24";"09";"050907";"U";"0";"00000000"
"76089482";"1";"Commerzbank vormals Dresdner Bank ITGK";"90403";"Nürnberg";"Commerzbank ITGK Nürnb. 2";;"DRESDEFFI46";"09";"052940";"U";"0";"00000000"
"76090400";"1";"Evenord-Bank";"90439";"Nürnberg";"Evenord-Bank Nürnberg";"97047";"GENODEF1N03";"88";"021926";"U";"0";"00000000"
"76090500";"1";"Sparda-Bank Nürnberg";"90026";"Nürnberg";"Sparda-Bank Nürnberg";"97052";"GENODEF1S06";"81";"024812";"U";"0";"00000000"
"76090900";"1";"PSD Bank";"90328";"Nürnberg";"PSD Bank Nürnberg";"98065";"GENODEF1P17";"91";"024813";"U";"0";"00000000"
"76211900";"1";"CVW-Privatbank";"91452";"Wilhermsdorf";"CVW-Privatbank Wdf.";"99014";"GENODEF1WHD";"88";"008771";"U";"0";"00000000"
"76220073";"1";"UniCredit Bank - HypoVereinsbank";"90702";"Fürth";"UniCredit Bank-HypoVereinbk";"22030";"HYVEDEMM419";"99";"000123";"U";"0";"00000000"
"76240011";"1";"Commerzbank Fürth Bayern";"90762";"Fürth";"Commerzbank Fürth Bayern";"24766";"COBADEFFXXX";"13";"010793";"U";"0";"00000000"
"76250000";"1";"Sparkasse Fürth";"90762";"Fürth";"Spk Fürth";"57208";"BYLADEM1SFU";"00";"010791";"U";"0";"00000000"
"76251020";"1";"Sparkasse im Landkreis Neustadt a.d. Aisch - Bad Windsheim";"91405";"Neustadt a.d.Aisch";"Sparkasse i. Lkr. NEA-BWI";"57202";"BYLADEM1NEA";"00";"009602";"U";"0";"00000000"
"76260451";"1";"Raiffeisen-Volksbank Fürth -alt-";"90763";"Fürth";"Raiffbk-Volksbank Fürth-alt";"67030";"GENODEF1FUE";"88";"025251";"U";"0";"00000000"
"76320072";"1";"UniCredit Bank - HypoVereinsbank";"91051";"Erlangen";"UniCredit Bank-HypoVereinbk";"22025";"HYVEDEMM417";"99";"000124";"U";"0";"00000000"
"76340061";"1";"Commerzbank Erlangen";"91052";"Erlangen";"Commerzbank Erlangen";"24765";"COBADEFFXXX";"13";"025210";"U";"0";"00000000"
"76350000";"1";"Stadt- u. Kreissparkasse Erlangen Höchstadt Herzogenaurach";"91051";"Erlangen";"St u Kr Spk Erlangen";"57271";"BYLADEM1ERH";"49";"010458";"U";"0";"00000000"
"76351040";"1";"Sparkasse Forchheim";"91299";"Forchheim";"Sparkasse Forchheim";"57220";"BYLADEM1FOR";"00";"010744";"U";"0";"00000000"
"76351560";"1";"Kreissparkasse Höchstadt";"91311";"Höchstadt a.d.Aisch";"Kr Spk Höchstadt";"57268";"BYLADEM1HOS";"00";"009013";"U";"0";"00000000"
"76360033";"1";"VR-Bank Erlangen-Höchstadt-Herzogenaurach -alt-";"91052";"Erlangen";"VR-Bank EHH -alt-";"67016";"GENODEF1ER1";"88";"025997";"U";"0";"00000000"
"76391000";"1";"VR Bank Bamberg-Forchheim Volks- Raiffeisenbank";"96014";"Bamberg";"VR Bank Bamberg-Forchheim";"97073";"GENODEF1FOH";"88";"021279";"U";"0";"00000000"
"76420080";"1";"UniCredit Bank - HypoVereinsbank";"91126";"Schwabach";"UniCredit Bank-HypoVereinbk";"22079";"HYVEDEMM065";"99";"000125";"U";"0";"00000000"
"76450000";"1";"Sparkasse Mittelfranken-Süd";"91154";"Roth";"Spk Mittelfranken-Süd";"57250";"BYLADEM1SRS";"A5";"009701";"U";"0";"00000000"
"76460015";"1";"Raiffeisenbank Roth-Schwabach -alt-";"91154";"Roth";"Raiffbk Roth-Schwabach-alt-";"67013";"GENODEF1SWR";"88";"028913";"U";"0";"00000000"
"76461485";"1";"Raiffeisenbank am Rothsee -alt-";"91161";"Hilpoltstein";"Raiffbk am Rothsee -alt-";"68040";"GENODEF1HPN";"88";"026730";"U";"0";"00000000"
"76520071";"1";"UniCredit Bank - HypoVereinsbank";"91502";"Ansbach";"UniCredit Bank-HypoVereinbk";"22005";"HYVEDEMM406";"99";"000127";"U";"0";"00000000"
"76550000";"1";"Sparkasse Ansbach";"91509";"Ansbach";"Sparkasse Ansbach";"57216";"BYLADEM1ANS";"00";"010853";"U";"0";"00000000"
"76551020";"1";"Kreis- und Stadtsparkasse Dinkelsbühl -alt-";"91543";"Dinkelsbühl";"Kr u St Spk Dinkelsbühl-alt";"57289";"BYLADEM1DKB";"00";"009562";"U";"0";"00000000"
"76551540";"1";"Vereinigte Sparkassen Gunzenhausen";"91710";"Gunzenhausen";"Ver Spk Gunzenhausen";"57236";"BYLADEM1GUN";"00";"010030";"U";"0";"00000000"
"76551860";"1";"Stadt- und Kreissparkasse Rothenburg -alt-";"91541";"Rothenburg ob der Tauber";"St u Kr Spk Rothenburg -alt";"57232";"BYLADEM1ROT";"00";"010610";"U";"0";"00000000"
